"Device: USB-2408-2AO"
"Serial Number: 22C3E45"
"Channel Count: 3"
"Sample Count: 1274"
"Start Time: 19/11/2025 17:11:59.3"
"Scan Rate: 3.31200003623962"
"Sample","Time (s)","Winding Temp (°C)","Ambient (°C)","Stator Body (°C)"
"1230","6:11.4","165.674","21.619","98.789"
"1231","6:11.7","165.755","21.612","98.836"
"1232","6:12.0","165.957","21.597","98.753"
"1233","6:12.3","165.979","21.598","98.827"
"1234","6:12.6","166.053","21.631","98.857"
"1235","6:12.9","166.062","21.603","98.672"
"1236","6:13.2","166.007","21.573","98.686"
"1237","6:13.5","166.049","21.583","98.415"
"1238","6:13.8","166.031","21.602","98.280"
"1239","6:14.1","166.115","21.598","98.624"
"1240","6:14.4","166.165","21.597","98.811"
"1241","6:14.7","166.070","21.603","98.644"
"1242","6:15.0","165.950","21.611","98.549"
"1243","6:15.3","165.883","21.600","98.641"
"1244","6:15.6","165.866","21.588","98.484"
"1245","6:15.9","165.824","21.604","98.373"
"1246","6:16.2","165.925","21.592","98.148"
"1247","6:16.5","166.096","21.565","98.467"
"1248","6:16.8","166.382","21.584","99.460"
"1249","6:17.1","166.680","21.583","100.694"
"1250","6:17.4","166.864","21.584","101.074"
"1251","6:17.7","167.005","21.597","101.628"
"1252","6:18.0","167.331","21.579","101.905"
"1253","6:18.3","167.596","21.607","101.921"
"1254","6:18.6","167.764","21.543","101.782"
"1255","6:18.9","167.786","21.586","101.702"
"1256","6:19.2","167.796","21.571","101.615"
"1257","6:19.5","167.876","21.572","101.575"
"1258","6:19.8","168.003","21.560","101.560"
"1259","6:20.1","168.138","21.550","102.044"
"1260","6:20.4","168.310","21.559","101.817"
"1261","6:20.7","168.311","21.554","100.964"
"1262","6:21.0","168.222","21.555","100.754"
"1263","6:21.3","168.144","21.548","100.696"
"1264","6:21.6","168.237","21.543","100.616"
"1265","6:21.9","168.345","21.544","100.653"
"1266","6:22.2","168.475","21.549","101.083"
"1267","6:22.5","168.723","21.543","101.408"
"1268","6:22.9","169.018","21.548","101.792"
"1269","6:23.2","169.379","21.547","101.704"
"1270","6:23.5","169.767","21.547","101.579"
"1271","6:23.8","169.853","21.541","101.226"
"1272","6:24.1","169.904","21.544","101.001"
"1273","6:24.4","169.791","21.566","101.565"
