"Device: USB-2408-2AO"
"Serial Number: 22C3E45"
"Channel Count: 3"
"Sample Count: 1659"
"Start Time: 19/11/2025 12:55:17.4"
"Scan Rate: 3.31200003623962"
"Sample","Time (s)","Winding Temp (°C)","Ambient (°C)","Stator Body (°C)"
"1242","6:15.0","146.235","21.381","124.836"
"1243","6:15.3","146.031","21.380","124.770"
"1244","6:15.6","145.841","21.374","124.496"
"1245","6:15.9","145.754","21.378","124.458"
"1246","6:16.2","145.685","21.374","124.161"
"1247","6:16.5","145.564","21.367","124.058"
"1248","6:16.8","145.525","21.372","124.275"
"1249","6:17.1","145.618","21.369","124.546"
"1250","6:17.4","145.747","21.366","124.535"
"1251","6:17.7","145.919","21.365","124.779"
"1252","6:18.0","146.054","21.361","124.947"
"1253","6:18.3","146.143","21.364","124.933"
"1254","6:18.6","146.154","21.361","125.038"
"1255","6:18.9","146.134","21.360","125.110"
"1256","6:19.2","146.106","21.357","125.043"
"1257","6:19.5","146.218","21.419","124.950"
"1258","6:19.8","146.285","21.422","124.971"
"1259","6:20.1","146.376","21.414","125.084"
"1260","6:20.4","146.572","21.413","125.131"
"1261","6:20.7","146.831","21.419","125.312"
"1262","6:21.0","147.095","21.411","125.556"
"1263","6:21.3","147.408","21.410","125.699"
"1264","6:21.6","147.712","21.407","125.806"
"1265","6:21.9","148.056","21.406","125.776"
"1266","6:22.2","148.429","21.410","125.789"
"1267","6:22.5","148.610","21.409","125.763"
"1268","6:22.9","148.800","21.408","125.736"
"1269","6:23.2","148.993","21.410","125.817"
"1270","6:23.5","149.222","21.402","125.933"
"1271","6:23.8","149.465","21.405","126.050"
"1272","6:24.1","149.632","21.399","126.155"
"1273","6:24.4","149.795","21.394","126.290"
"1274","6:24.7","149.950","21.397","126.448"
"1275","6:25.0","150.141","21.396","126.615"
"1276","6:25.3","150.276","21.396","126.737"
"1277","6:25.6","150.288","21.390","126.820"
"1278","6:25.9","150.281","21.387","126.886"
"1279","6:26.2","150.234","21.383","126.955"
"1280","6:26.5","150.187","21.378","127.090"
"1281","6:26.8","150.213","21.378","127.221"
"1282","6:27.1","150.310","21.380","127.376"
"1283","6:27.4","150.342","21.383","127.542"
"1284","6:27.7","150.351","21.372","127.627"
"1285","6:28.0","150.324","21.368","127.662"
"1286","6:28.3","150.244","21.367","127.701"
"1287","6:28.6","150.139","21.362","127.754"
"1288","6:28.9","150.029","21.365","127.843"
"1289","6:29.2","149.915","21.357","127.972"
"1290","6:29.5","149.828","21.358","128.097"
"1291","6:29.8","149.890","21.484","128.338"
"1292","6:30.1","149.835","21.485","128.475"
"1293","6:30.4","149.694","21.475","128.634"
"1294","6:30.7","149.597","21.479","128.792"
"1295","6:31.0","149.552","21.473","128.919"
"1296","6:31.3","149.545","21.477","129.050"
"1297","6:31.6","149.548","21.462","129.169"
"1298","6:31.9","149.590","21.473","129.296"
"1299","6:32.2","149.644","21.473","129.448"
"1300","6:32.5","149.739","21.463","129.592"
"1301","6:32.8","149.904","21.465","129.725"
"1302","6:33.1","150.094","21.469","129.821"
"1303","6:33.4","150.244","21.460","129.913"
"1304","6:33.7","150.448","21.460","129.989"
"1305","6:34.0","150.670","21.452","130.070"
"1306","6:34.3","150.856","21.449","130.164"
"1307","6:34.6","151.122","21.446","130.241"
"1308","6:34.9","151.362","21.442","130.347"
"1309","6:35.2","151.664","21.444","130.502"
"1310","6:35.5","152.022","21.439","130.675"
"1311","6:35.8","152.433","21.439","130.817"
"1312","6:36.1","152.771","21.435","130.943"
"1313","6:36.4","153.069","21.436","130.998"
"1314","6:36.7","153.363","21.432","131.051"
"1315","6:37.0","153.689","21.431","131.084"
"1316","6:37.3","153.909","21.430","131.070"
"1317","6:37.6","154.122","21.426","131.073"
"1318","6:37.9","154.405","21.426","131.159"
"1319","6:38.2","154.619","21.429","131.334"
"1320","6:38.6","154.704","21.416","131.499"
"1321","6:38.9","154.704","21.416","131.626"
"1322","6:39.2","154.673","21.411","131.725"
"1323","6:39.5","154.604","21.411","131.821"
"1324","6:39.8","154.512","21.406","131.926"
"1325","6:40.1","154.548","21.469","132.127"
"1326","6:40.4","154.540","21.468","132.241"
"1327","6:40.7","154.541","21.462","132.331"
"1328","6:41.0","154.553","21.461","132.434"
"1329","6:41.3","154.570","21.458","132.575"
"1330","6:41.6","154.579","21.456","132.693"
"1331","6:41.9","154.557","21.457","132.819"
"1332","6:42.2","154.524","21.456","132.919"
"1333","6:42.5","154.536","21.449","132.940"
"1334","6:42.8","154.549","21.446","132.875"
"1335","6:43.1","154.542","21.449","132.791"
"1336","6:43.4","154.536","21.451","132.806"
"1337","6:43.7","154.534","21.448","132.976"
"1338","6:44.0","154.538","21.442","133.159"
"1339","6:44.3","154.542","21.442","133.342"
"1340","6:44.6","154.531","21.437","133.428"
"1341","6:44.9","154.411","21.439","133.270"
"1342","6:45.2","154.328","21.434","133.268"
"1343","6:45.5","154.343","21.413","133.314"
"1344","6:45.8","154.320","21.425","133.185"
"1345","6:46.1","154.379","21.424","132.935"
"1346","6:46.4","154.319","21.429","132.735"
"1347","6:46.7","154.343","21.423","132.485"
"1348","6:47.0","154.482","21.421","132.440"
"1349","6:47.3","154.701","21.419","132.456"
"1350","6:47.6","154.964","21.414","132.435"
"1351","6:47.9","155.249","21.414","132.424"
"1352","6:48.2","155.473","21.414","132.653"
"1353","6:48.5","155.740","21.410","133.007"
"1354","6:48.8","156.045","21.410","133.357"
"1355","6:49.1","156.396","21.406","133.592"
"1356","6:49.4","156.772","21.397","133.856"
"1357","6:49.7","157.030","21.397","134.020"
"1358","6:50.0","157.071","21.403","134.127"
"1359","6:50.3","157.045","21.473","134.307"
"1360","6:50.6","156.887","21.476","134.255"
"1361","6:50.9","156.684","21.462","134.205"
"1362","6:51.2","156.579","21.461","134.280"
"1363","6:51.5","156.681","21.453","134.235"
"1364","6:51.8","156.837","21.457","134.088"
"1365","6:52.1","157.005","21.465","133.932"
"1366","6:52.4","157.275","21.448","133.988"
"1367","6:52.7","157.483","21.451","134.095"
"1368","6:53.0","157.530","21.449","134.109"
"1369","6:53.3","157.470","21.473","134.103"
"1370","6:53.6","157.370","21.442","134.136"
"1371","6:53.9","157.277","21.439","134.202"
"1372","6:54.3","157.219","21.439","134.237"
"1373","6:54.6","157.191","21.438","134.265"
"1374","6:54.9","157.100","21.443","134.387"
"1375","6:55.2","156.830","21.444","134.353"
"1376","6:55.5","156.709","21.442","134.112"
"1377","6:55.8","156.725","21.436","134.063"
"1378","6:56.1","156.546","21.433","133.980"
"1379","6:56.4","156.308","21.435","134.042"
"1380","6:56.7","156.061","21.436","134.296"
"1381","6:57.0","155.790","21.435","134.576"
"1382","6:57.3","155.799","21.430","134.774"
"1383","6:57.6","155.872","21.428","134.749"
"1384","6:57.9","155.969","21.414","134.855"
"1385","6:58.2","156.043","21.424","134.909"
"1386","6:58.5","156.045","21.428","134.890"
"1387","6:58.8","156.122","21.421","135.020"
"1388","6:59.1","156.277","21.422","135.147"
"1389","6:59.4","156.450","21.420","135.362"
"1390","6:59.7","156.649","21.422","135.585"
"1391","7:00.0","156.802","21.412","135.724"
"1392","7:00.3","156.886","21.411","135.852"
"1393","7:00.6","157.009","21.472","136.073"
"1394","7:00.9","157.041","21.466","136.261"
"1395","7:01.2","157.064","21.461","136.461"
"1396","7:01.5","157.068","21.465","136.602"
"1397","7:01.8","157.110","21.465","136.610"
"1398","7:02.1","157.131","21.458","136.633"
"1399","7:02.4","157.144","21.456","136.646"
"1400","7:02.7","157.169","21.457","136.642"
"1401","7:03.0","157.184","21.455","136.724"
"1402","7:03.3","157.211","21.451","136.848"
"1403","7:03.6","157.252","21.460","136.959"
"1404","7:03.9","157.226","21.456","137.008"
"1405","7:04.2","157.198","21.454","137.094"
"1406","7:04.5","157.213","21.445","137.190"
"1407","7:04.8","157.265","21.443","137.302"
"1408","7:05.1","157.438","21.443","137.438"
"1409","7:05.4","157.725","21.447","137.572"
"1410","7:05.7","158.054","21.444","137.786"
"1411","7:06.0","158.383","21.441","138.079"
"1412","7:06.3","158.598","21.439","138.322"
"1413","7:06.6","158.712","21.438","138.402"
"1414","7:06.9","158.798","21.427","138.419"
"1415","7:07.2","158.830","21.428","138.442"
"1416","7:07.5","158.864","21.426","138.461"
"1417","7:07.8","158.897","21.432","138.506"
"1418","7:08.1","158.901","21.419","138.603"
"1419","7:08.4","158.931","21.419","138.716"
"1420","7:08.7","158.934","21.416","138.815"
"1421","7:09.0","158.881","21.414","138.901"
"1422","7:09.3","158.874","21.412","139.001"
"1423","7:09.6","158.915","21.416","139.144"
"1424","7:10.0","158.962","21.409","139.232"
"1425","7:10.3","159.037","21.401","139.337"
"1426","7:10.6","159.136","21.405","139.405"
"1427","7:10.9","159.310","21.464","139.554"
"1428","7:11.2","159.379","21.465","139.639"
"1429","7:11.5","159.372","21.461","139.747"
"1430","7:11.8","159.434","21.463","139.906"
"1431","7:12.1","159.536","21.466","140.086"
"1432","7:12.4","159.633","21.459","140.245"
"1433","7:12.7","159.855","21.453","140.373"
"1434","7:13.0","160.125","21.453","140.472"
"1435","7:13.3","160.438","21.453","140.621"
"1436","7:13.6","160.659","21.449","140.705"
"1437","7:13.9","160.808","21.444","140.767"
"1438","7:14.2","160.854","21.441","140.822"
"1439","7:14.5","160.838","21.443","140.896"
"1440","7:14.8","160.809","21.440","140.939"
"1441","7:15.1","160.832","21.427","140.974"
"1442","7:15.4","160.817","21.432","141.061"
"1443","7:15.7","160.775","21.434","141.105"
"1444","7:16.0","160.756","21.429","141.105"
"1445","7:16.3","160.719","21.431","141.071"
"1446","7:16.6","160.691","21.433","141.036"
"1447","7:16.9","160.707","21.429","141.012"
"1448","7:17.2","160.714","21.430","140.958"
"1449","7:17.5","160.660","21.430","140.987"
"1450","7:17.8","160.621","21.419","140.982"
"1451","7:18.1","160.603","21.419","140.967"
"1452","7:18.4","160.581","21.413","140.959"
"1453","7:18.7","160.536","21.406","140.898"
"1454","7:19.0","160.677","21.413","140.901"
"1455","7:19.3","160.774","21.408","140.827"
"1456","7:19.6","160.760","21.413","140.676"
"1457","7:19.9","160.681","21.402","140.731"
"1458","7:20.2","160.630","21.411","140.754"
"1459","7:20.5","160.565","21.406","140.874"
"1460","7:20.8","160.526","21.404","140.892"
"1461","7:21.1","160.751","21.522","141.246"
"1462","7:21.4","161.030","21.518","141.445"
"1463","7:21.7","161.367","21.522","141.676"
"1464","7:22.0","161.573","21.515","141.782"
"1465","7:22.3","161.669","21.519","141.743"
"1466","7:22.6","161.855","21.515","141.783"
"1467","7:22.9","162.180","21.484","141.995"
"1468","7:23.2","162.511","21.514","142.243"
"1469","7:23.5","162.686","21.505","142.505"
"1470","7:23.8","162.757","21.502","142.678"
"1471","7:24.1","162.790","21.504","142.816"
"1472","7:24.4","162.864","21.505","143.013"
"1473","7:24.7","162.853","21.498","143.192"
"1474","7:25.0","162.827","21.498","143.279"
"1475","7:25.4","162.843","21.496","143.306"
"1476","7:25.7","162.860","21.496","143.351"
"1477","7:26.0","162.937","21.488","143.469"
"1478","7:26.3","162.910","21.491","143.598"
"1479","7:26.6","162.832","21.491","143.683"
"1480","7:26.9","162.765","21.491","143.858"
"1481","7:27.2","162.746","21.485","143.949"
"1482","7:27.5","162.746","21.471","144.003"
"1483","7:27.8","162.823","21.478","144.064"
"1484","7:28.1","162.876","21.480","144.035"
"1485","7:28.4","162.957","21.477","144.122"
"1486","7:28.7","163.098","21.479","144.246"
"1487","7:29.0","163.273","21.478","144.305"
"1488","7:29.3","163.404","21.488","144.469"
"1489","7:29.6","163.502","21.477","144.495"
"1490","7:29.9","163.570","21.480","144.419"
"1491","7:30.2","163.685","21.477","144.398"
"1492","7:30.5","163.797","21.471","144.435"
"1493","7:30.8","163.842","21.464","144.572"
"1494","7:31.1","163.829","21.467","144.746"
"1495","7:31.4","163.893","21.524","144.960"
"1496","7:31.7","163.859","21.523","145.018"
"1497","7:32.0","163.835","21.529","145.025"
"1498","7:32.3","163.789","21.522","145.092"
"1499","7:32.6","163.696","21.517","145.158"
"1500","7:32.9","163.577","21.513","145.066"
"1501","7:33.2","163.510","21.512","144.838"
"1502","7:33.5","163.467","21.510","144.732"
"1503","7:33.8","163.473","21.509","144.598"
"1504","7:34.1","163.425","21.505","144.571"
"1505","7:34.4","163.383","21.503","144.622"
"1506","7:34.7","163.311","21.504","144.657"
"1507","7:35.0","163.282","21.501","144.621"
"1508","7:35.3","163.151","21.499","144.732"
"1509","7:35.6","162.886","21.493","144.792"
"1510","7:35.9","162.580","21.490","144.926"
"1511","7:36.2","162.305","21.492","145.031"
"1512","7:36.5","162.109","21.493","145.215"
"1513","7:36.8","162.131","21.493","145.432"
"1514","7:37.1","162.316","21.486","145.621"
"1515","7:37.4","162.613","21.492","145.824"
"1516","7:37.7","162.892","21.481","146.016"
"1517","7:38.0","163.072","21.478","146.197"
"1518","7:38.3","163.130","21.487","146.383"
"1519","7:38.6","163.098","21.475","146.528"
"1520","7:38.9","162.974","21.470","146.666"
"1521","7:39.2","162.817","21.469","146.780"
"1522","7:39.5","162.633","21.470","146.919"
"1523","7:39.8","162.407","21.468","147.085"
"1524","7:40.1","162.277","21.461","147.130"
"1525","7:40.4","162.398","21.458","147.156"
"1526","7:40.7","162.523","21.464","147.244"
"1527","7:41.1","162.691","21.459","147.348"
"1528","7:41.4","162.930","21.458","147.411"
"1529","7:41.7","163.186","21.516","147.546"
"1530","7:42.0","163.311","21.513","147.628"
"1531","7:42.3","163.486","21.515","147.676"
"1532","7:42.6","163.614","21.510","147.746"
"1533","7:42.9","163.748","21.509","147.843"
"1534","7:43.2","163.958","21.506","147.919"
"1535","7:43.5","164.164","21.501","147.983"
"1536","7:43.8","164.410","21.501","148.052"
"1537","7:44.1","164.668","21.498","148.183"
"1538","7:44.4","164.882","21.495","148.295"
"1539","7:44.7","165.064","21.491","148.372"
"1540","7:45.0","165.162","21.491","148.361"
"1541","7:45.3","165.245","21.489","148.420"
"1542","7:45.6","165.357","21.485","148.429"
"1543","7:45.9","165.468","21.482","148.434"
"1544","7:46.2","165.584","21.478","148.482"
"1545","7:46.5","165.687","21.479","148.582"
"1546","7:46.8","165.755","21.474","148.616"
"1547","7:47.1","165.818","21.474","148.636"
"1548","7:47.4","165.857","21.471","148.612"
"1549","7:47.7","165.846","21.461","148.623"
"1550","7:48.0","165.849","21.466","148.658"
"1551","7:48.3","165.853","21.460","148.687"
"1552","7:48.6","165.911","21.465","148.703"
"1553","7:48.9","166.026","21.460","148.723"
"1554","7:49.2","166.128","21.454","148.742"
"1555","7:49.5","166.232","21.454","148.757"
"1556","7:49.8","166.413","21.451","148.723"
"1557","7:50.1","166.442","21.447","148.657"
"1558","7:50.4","166.209","21.443","148.589"
"1559","7:50.7","166.000","21.442","148.302"
"1560","7:51.0","165.849","21.442","148.006"
"1561","7:51.3","165.793","21.439","147.522"
"1562","7:51.6","165.790","21.439","147.148"
"1563","7:51.9","165.892","21.499","146.973"
"1564","7:52.2","166.038","21.499","146.849"
"1565","7:52.5","166.267","21.490","146.644"
"1566","7:52.8","166.506","21.493","146.592"
"1567","7:53.1","166.719","21.491","146.707"
"1568","7:53.4","166.871","21.488","146.978"
"1569","7:53.7","166.903","21.488","147.268"
"1570","7:54.0","166.873","21.485","147.556"
"1571","7:54.3","166.952","21.482","147.794"
"1572","7:54.6","167.080","21.484","148.042"
"1573","7:54.9","167.214","21.484","148.370"
"1574","7:55.2","167.327","21.479","148.656"
"1575","7:55.5","167.460","21.481","148.918"
"1576","7:55.8","167.508","21.481","149.286"
"1577","7:56.1","167.667","21.473","149.541"
"1578","7:56.4","167.991","21.484","149.457"
"1579","7:56.8","168.370","21.478","149.458"
"1580","7:57.1","168.687","21.484","149.539"
"1581","7:57.4","169.020","21.475","149.629"
"1582","7:57.7","169.421","21.483","149.658"
"1583","7:58.0","169.783","21.467","149.687"
"1584","7:58.3","170.036","21.480","149.935"
"1585","7:58.6","170.132","21.464","150.217"
"1586","7:58.9","170.134","21.461","150.407"
"1587","7:59.2","170.190","21.451","150.524"
"1588","7:59.5","170.284","21.455","150.663"
"1589","7:59.8","170.251","21.454","150.662"
"1590","8:00.1","170.169","21.452","150.557"
"1591","8:00.4","170.004","21.458","150.524"
"1592","8:00.7","169.794","21.456","150.628"
"1593","8:01.0","169.605","21.440","150.493"
"1594","8:01.3","169.388","21.439","150.249"
"1595","8:01.6","169.182","21.438","150.086"
"1596","8:01.9","169.215","21.443","150.139"
"1597","8:02.2","169.425","21.502","150.300"
"1598","8:02.5","169.490","21.500","150.451"
"1599","8:02.8","169.481","21.491","150.615"
"1600","8:03.1","169.397","21.490","150.802"
"1601","8:03.4","169.372","21.487","151.036"
"1602","8:03.7","169.382","21.489","151.077"
"1603","8:04.0","169.517","21.486","151.156"
"1604","8:04.3","169.616","21.481","151.161"
"1605","8:04.6","169.606","21.481","151.195"
"1606","8:04.9","169.606","21.477","151.342"
"1607","8:05.2","169.611","21.477","151.603"
"1608","8:05.5","169.597","21.476","151.877"
"1609","8:05.8","169.572","21.476","152.135"
"1610","8:06.1","169.587","21.474","152.413"
"1611","8:06.4","169.431","21.474","152.528"
"1612","8:06.7","169.190","21.476","152.591"
"1613","8:07.0","168.928","21.467","152.568"
"1614","8:07.3","168.734","21.462","152.610"
"1615","8:07.6","168.470","21.459","152.606"
"1616","8:07.9","168.222","21.459","152.607"
"1617","8:08.2","168.049","21.449","152.562"
"1618","8:08.5","167.972","21.459","152.294"
"1619","8:08.8","167.933","21.454","152.215"
"1620","8:09.1","167.932","21.456","152.239"
"1621","8:09.4","167.975","21.453","152.382"
"1622","8:09.7","168.081","21.450","152.496"
"1623","8:10.0","168.207","21.456","152.651"
"1624","8:10.3","168.411","21.451","152.807"
"1625","8:10.6","168.682","21.453","152.874"
"1626","8:10.9","168.805","21.451","152.802"
"1627","8:11.2","168.886","21.448","152.874"
"1628","8:11.5","168.959","21.446","152.805"
"1629","8:11.8","169.001","21.443","152.851"
"1630","8:12.1","169.097","21.439","153.075"
"1631","8:12.5","169.245","21.593","153.479"
"1632","8:12.8","169.276","21.573","153.750"
"1633","8:13.1","169.380","21.542","154.056"
"1634","8:13.4","169.527","21.571","154.259"
"1635","8:13.7","169.673","21.562","154.397"
"1636","8:14.0","169.823","21.559","154.396"
"1637","8:14.3","169.913","21.537","154.448"
"1638","8:14.6","169.829","21.532","154.546"
"1639","8:14.9","169.653","21.530","154.658"
"1640","8:15.2","169.489","21.534","154.803"
"1641","8:15.5","169.383","21.526","154.942"
"1642","8:15.8","169.287","21.530","155.153"
"1643","8:16.1","169.192","21.499","155.325"
"1644","8:16.4","169.272","21.514","155.431"
"1645","8:16.7","169.459","21.538","155.488"
"1646","8:17.0","169.723","21.672","155.549"
"1647","8:17.3","169.961","21.562","155.548"
"1648","8:17.6","170.201","21.542","155.622"
"1649","8:17.9","170.470","21.553","155.702"
"1650","8:18.2","170.665","21.554","155.762"
"1651","8:18.5","170.752","21.507","155.757"
"1652","8:18.8","170.817","21.524","155.755"
"1653","8:19.1","170.868","21.607","155.804"
"1654","8:19.4","170.935","21.521","155.825"
"1655","8:19.7","170.992","21.558","155.757"
"1656","8:20.0","171.010","21.917","155.704"
"1657","8:20.3","170.940","21.669","155.793"
"1658","8:20.6","170.832","21.635","155.891"
