Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 3620885024
71.501503,10.2,29.66,730,12,5,0,729.32,1,0,
71.411415,7.4,29.68,2337,12,6,0,528.44,1,0,
71.531532,9.6,29.71,1985,12,5,0,686.7,1,0,
71.501503,6.4,29.74,2146,12,5,0,457.61,1,0,
71.531532,7.6,29.79,1980,12,5,0,543.64,1,0,
71.531532,6.8,29.79,2031,12,5,0,486.41,1,0,
72.222221,8.4,29.79,1957,12,5,0,606.67,1,0,
71.921921,7,29.81,1850,12,5,0,503.45,1,0,
71.531532,8.4,29.87,1281,12,5,0,600.86,1,0,
71.561562,9.2,29.89,721,12,5,0,658.37,1,0,
71.411415,8.6,29.89,1822,12,6,0,614.14,1,0,
71.501503,9.6,29.92,810,12,5,0,686.41,1,0,
71.381386,5.6,29.97,2274,12,6,0,399.74,1,0,
71.531532,9.2,29.97,1985,12,5,0,658.09,1,0,
71.501503,6.2,30,2077,12,5,0,443.31,1,0,
71.441444,8.2,30.02,1982,12,5,0,585.82,1,0,
71.441444,6.6,30.05,1940,12,5,0,471.51,1,0,
71.531532,8.8,30.08,1660,12,5,0,629.48,1,0,
71.561562,8.4,30.08,874,12,5,0,601.12,1,0,
71.411415,9.8,30.1,1325,12,6,0,699.83,1,0,
71.531532,8.8,30.15,728,12,5,0,629.48,1,0,
71.471474,7.4,30.18,2342,12,6,0,528.89,1,0,
71.531532,9.4,30.21,1568,12,5,0,672.4,1,0,
71.501503,6.8,30.23,2264,12,5,0,486.21,1,0,
71.501503,8.4,30.26,1987,12,5,0,600.61,1,0,
71.561562,6.8,30.26,2040,12,5,0,486.62,1,0,
71.681686,8,30.31,1973,12,5,0,573.45,1,0,
71.531532,7.2,30.31,1899,12,5,0,515.03,1,0,
71.501503,8.6,30.34,1260,12,5,0,614.91,1,0,
71.591591,7.8,30.36,732,12,5,0,558.41,1,0,
71.441444,8.8,30.39,1529,12,6,0,628.68,1,0,
71.531532,8.6,30.42,876,12,5,0,615.17,1,0,
71.411415,6.8,30.44,2310,12,6,0,485.6,1,0,
71.531532,8.4,30.47,1984,12,5,0,600.86,1,0,
71.531532,6,30.5,2053,12,5,0,429.19,1,0,
71.501503,7.8,30.5,1984,12,5,0,557.71,1,0,
71.501503,6.2,30.55,1927,12,5,0,443.31,1,0,
71.531532,9,30.58,1686,12,5,0,643.78,1,0,
71.531532,7.2,30.58,1628,12,5,0,515.03,1,0,
71.561562,9,30.63,1272,12,6,0,644.05,1,0,
71.711716,8,30.63,730,12,5,0,573.69,1,0,
71.471474,8,30.65,2353,12,6,0,571.77,1,0,
71.531532,8.6,30.71,1058,12,5,0,615.17,1,0,
71.831833,6.4,30.71,2285,12,6,0,459.72,1,0,
71.531532,8.8,30.71,1983,12,5,0,629.48,1,0,
71.651657,6.2,30.71,2010,12,5,0,444.24,1,0,
72.132133,8.2,30.79,1943,12,5,0,591.48,1,0,
71.501503,6.4,30.81,1901,12,5,0,457.61,1,0,
71.501503,9,30.81,1238,12,5,0,643.51,1,0,
71.591591,7.2,30.84,726,12,5,0,515.46,1,0,
71.471474,8.8,30.89,1443,12,6,0,628.95,1,0,
71.531532,9.4,30.92,764,12,5,0,672.4,1,0,
71.411415,6.8,30.92,2260,12,6,0,485.6,1,0,
71.561562,8.6,30.95,1984,12,5,0,615.43,1,0,
71.531532,6.4,30.97,2000,12,5,0,457.8,1,0,
71.591591,7.8,30.97,1984,12,5,0,558.41,1,0,
71.531532,6.4,31,1952,12,5,0,457.8,1,0,
71.501503,9.6,31.02,1850,12,5,0,686.41,1,0,
71.981987,7,31.05,1860,12,5,0,503.87,1,0,
71.531532,8.6,31.1,1221,12,5,0,615.17,1,0,
71.62162,8,31.1,727,12,5,0,572.97,1,0,
71.411415,8.6,31.16,2273,12,6,0,614.14,1,0,
71.531532,8.6,31.16,949,12,5,0,615.17,1,0,
71.981987,6.8,31.18,2239,12,6,0,489.48,1,0,
71.531532,8.4,31.21,1983,12,5,0,600.86,1,0,
71.531532,6.4,31.21,2004,12,5,0,457.8,1,0,
71.501503,8.2,31.26,1985,12,5,0,586.31,1,0,
71.471474,6.4,31.26,1922,12,5,0,457.42,1,0,
